teamID,date
MSOC,45161
MSOC,45162
MSOC,45163
MSOC,45164
MSOC,45165
MSOC,45167
MSOC,45168
MSOC,45170
MSOC,45171
MSOC,45174
MSOC,45176
MSOC,45178
MSOC,45180
MSOC,45182
