teamID,sessionID
MSOC,45161
MSOC,45162
MSOC,45163
MSOC,45164
MSOC,45165
MSOC,45167
MSOC,45168
MSOC,45170
MSOC,45171
MSOC,45174
MSOC,45176
MSOC,45178
MSOC,45180
MSOC,45182
MSOC,45186
MSOC,45188
MSOC,45190
MSOC,45192
MSOC,45193
MSOC,45196
MSOC,45197
MSOC,45199
MSOC,45202
MSOC,45204
MSOC,45206
MSOC,45207
MSOC,45210
MSOC,45211
MSOC,45212
MSOC,45214
MSOC,45217
MSOC,45218
MSOC,45220
MSOC,45223
MSOC,45224
MSOC,45227
